HEAD,RELATION,TAIL
小儿便秘,contains_symptom,腹泻病
腹泻病,symptom_of,小儿便秘
小儿便秘,contains_symptom,呕吐
呕吐,symptom_of,小儿便秘
小儿便秘,contains_symptom,食欲不振
食欲不振,symptom_of,小儿便秘
小儿便秘,contains_symptom,便秘
便秘,symptom_of,小儿便秘
小儿便秘,treated_by,甘油氯化钠
甘油氯化钠,to_treat,小儿便秘
小儿便秘,treated_by,麻子仁丸
麻子仁丸,to_treat,小儿便秘
睡觉后全身大汗淋漓,related_to,汗疱症
汗疱症,related_to,睡觉后全身大汗淋漓
大面积脑梗死,contains_symptom,意识障碍
意识障碍,symptom_of,大面积脑梗死
大面积脑梗死,contains_symptom,呕吐
呕吐,symptom_of,大面积脑梗死
大面积脑梗死,contains_symptom,瘫痪
瘫痪,symptom_of,大面积脑梗死
大面积脑梗死,contains_symptom,头痛
头痛,symptom_of,大面积脑梗死
对虾,to_treat,勃起功能障碍
勃起功能障碍,treated_by,对虾
对虾,to_treat,阴虚
阴虚,treated_by,对虾
大小便失禁,related_to,成年人二便失禁
成年人二便失禁,related_to,大小便失禁
大蒜,to_treat,腹泻病
腹泻病,treated_by,大蒜
大观霉素,adverse_reaction,发热
发热,adverse_reaction_of,大观霉素
大观霉素,adverse_reaction,红细胞增多症
红细胞增多症,adverse_reaction_of,大观霉素
大观霉素,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,大观霉素
大观霉素,adverse_reaction,疼痛
疼痛,adverse_reaction_of,大观霉素
大观霉素,adverse_reaction,恶心
恶心,adverse_reaction_of,大观霉素
大观霉素,adverse_reaction,瘙痒
瘙痒,adverse_reaction_of,大观霉素
大观霉素,to_treat,淋病
淋病,treated_by,大观霉素
大观霉素,to_treat,前列腺炎
前列腺炎,treated_by,大观霉素
大观霉素,to_treat,衣原体感染
衣原体感染,treated_by,大观霉素
大观霉素,to_treat,尿道炎
尿道炎,treated_by,大观霉素
大观霉素,to_treat,感染
感染,treated_by,大观霉素
大观霉素,to_treat,宫颈炎
宫颈炎,treated_by,大观霉素
大观霉素,to_treat,软下疳
软下疳,treated_by,大观霉素
葱白,to_treat,腹泻病
腹泻病,treated_by,葱白
胖大海,to_treat,头痛
头痛,treated_by,胖大海
胖大海,to_treat,干咳
干咳,treated_by,胖大海
大黄,to_treat,便秘
便秘,treated_by,大黄
大黄,to_treat,月经过多
月经过多,treated_by,大黄
大活络丸,to_treat,疼痛
疼痛,treated_by,大活络丸
大活络丸,to_treat,瘫痪
瘫痪,treated_by,大活络丸
大活络胶囊,to_treat,痛风
痛风,treated_by,大活络胶囊
大活络胶囊,to_treat,疼痛
疼痛,treated_by,大活络胶囊
castleman病,complication_to,血小板增多
血小板增多,complication_to,castleman病
castleman病,complication_to,淋巴瘤
淋巴瘤,complication_to,castleman病
castleman病,contains_symptom,淋巴结肿大
淋巴结肿大,symptom_of,castleman病
castleman病,contains_symptom,神经炎
神经炎,symptom_of,castleman病
castleman病,contains_symptom,发热
发热,symptom_of,castleman病
castleman病,contains_symptom,血小板增多
血小板增多,symptom_of,castleman病
castleman病,contains_symptom,无力
无力,symptom_of,castleman病
castleman病,contains_symptom,乏力
乏力,symptom_of,castleman病
castleman病,contains_symptom,感染
感染,symptom_of,castleman病
castleman病,contains_symptom,消瘦
消瘦,symptom_of,castleman病
castleman病,contains_symptom,高热
高热,symptom_of,castleman病
castleman病,contains_symptom,肝脾肿大
肝脾肿大,symptom_of,castleman病
大动脉炎,contains_symptom,消瘦
消瘦,symptom_of,大动脉炎
大动脉炎,contains_symptom,头痛
头痛,symptom_of,大动脉炎
大动脉炎,complication_to,出血......
出血......,complication_to,大动脉炎
肱骨大结节骨折,contains_symptom,疼痛
疼痛,symptom_of,肱骨大结节骨折
婴儿痉挛,contains_symptom,斜视
斜视,symptom_of,婴儿痉挛
婴儿痉挛,contains_symptom,语言障碍
语言障碍,symptom_of,婴儿痉挛
婴儿痉挛,contains_symptom,癫痫持续状态
癫痫持续状态,symptom_of,婴儿痉挛
婴儿痉挛,contains_symptom,抽搐
抽搐,symptom_of,婴儿痉挛
婴儿痉挛,contains_symptom,小儿癫痫
小儿癫痫,symptom_of,婴儿痉挛
婴儿痉挛,contains_symptom,感染
感染,symptom_of,婴儿痉挛
婴儿痉挛,contains_symptom,结节
结节,symptom_of,婴儿痉挛
婴儿痉挛,contains_symptom,硬化
硬化,symptom_of,婴儿痉挛
婴儿痉挛,treated_by,丙戊酸钠
丙戊酸钠,to_treat,婴儿痉挛
婴儿痉挛,treated_by,地西泮
地西泮,to_treat,婴儿痉挛
婴儿痉挛,complication_to,瘫痪
瘫痪,complication_to,婴儿痉挛
婴儿痉挛,caused_by,脑
脑,lead_to,婴儿痉挛
婴儿痉挛,caused_by,中毒
中毒,lead_to,婴儿痉挛
婴儿痉挛,caused_by,染色体异常
染色体异常,lead_to,婴儿痉挛
婴儿痉挛,caused_by,脑炎
脑炎,lead_to,婴儿痉挛
婴儿痉挛,caused_by,窒息
窒息,lead_to,婴儿痉挛
肺炎链球菌肺炎,contains_symptom,咳嗽
咳嗽,symptom_of,肺炎链球菌肺炎
肺炎链球菌肺炎,contains_symptom,高热
高热,symptom_of,肺炎链球菌肺炎
肺炎链球菌肺炎,contains_symptom,干咳
干咳,symptom_of,肺炎链球菌肺炎
肺炎链球菌肺炎,contains_symptom,胸痛
胸痛,symptom_of,肺炎链球菌肺炎
肺炎链球菌肺炎,contains_symptom,呼吸困难
呼吸困难,symptom_of,肺炎链球菌肺炎
肺炎链球菌肺炎,contains_symptom,惊厥
惊厥,symptom_of,肺炎链球菌肺炎
肺炎链球菌肺炎,treated_by,青霉素
青霉素,to_treat,肺炎链球菌肺炎
肺炎链球菌肺炎,treated_by,头孢曲松
头孢曲松,to_treat,肺炎链球菌肺炎
麻风病,contains_symptom,疼痛
疼痛,symptom_of,麻风病
麻风病,contains_symptom,脱屑
脱屑,symptom_of,麻风病
麻风病,contains_symptom,发热
发热,symptom_of,麻风病
麻风病,contains_symptom,关节痛
关节痛,symptom_of,麻风病
大三阳,related_to,病毒性肝炎
病毒性肝炎,related_to,大三阳
大三阳,related_to,肝炎
肝炎,related_to,大三阳
大三阳,check_item,乙肝两对半检查
乙肝两对半检查,checked_for,大三阳
大山楂丸,to_treat,腹胀
腹胀,treated_by,大山楂丸
大山楂丸,to_treat,功能性消化不良
功能性消化不良,treated_by,大山楂丸
大山楂丸,to_treat,食欲不振
食欲不振,treated_by,大山楂丸
大肠埃希菌肺炎,contains_symptom,腹痛
腹痛,symptom_of,大肠埃希菌肺炎
大肠埃希菌肺炎,contains_symptom,腹泻病
腹泻病,symptom_of,大肠埃希菌肺炎
大肠埃希菌肺炎,contains_symptom,恶心
恶心,symptom_of,大肠埃希菌肺炎
大肠埃希菌肺炎,contains_symptom,肺炎
肺炎,symptom_of,大肠埃希菌肺炎
大肠埃希菌肺炎,contains_symptom,发热
发热,symptom_of,大肠埃希菌肺炎
大肠埃希菌肺炎,treated_by,头孢哌酮
头孢哌酮,to_treat,大肠埃希菌肺炎
大肠埃希菌肺炎,treated_by,左氧氟沙星
左氧氟沙星,to_treat,大肠埃希菌肺炎
大肠埃希菌肺炎,treated_by,氨曲南
氨曲南,to_treat,大肠埃希菌肺炎
大肠癌,contains_symptom,水肿
水肿,symptom_of,大肠癌
大肠癌,contains_symptom,溃疡
溃疡,symptom_of,大肠癌
大肠癌,contains_symptom,贫血
贫血,symptom_of,大肠癌
大肠癌,contains_symptom,腹泻病
腹泻病,symptom_of,大肠癌
大肠癌,contains_symptom,腹胀
腹胀,symptom_of,大肠癌
大肠癌,contains_symptom,直肠癌
直肠癌,symptom_of,大肠癌
大肠癌,contains_symptom,疼痛
疼痛,symptom_of,大肠癌
大肠癌,contains_symptom,发热
发热,symptom_of,大肠癌
大肠癌,contains_symptom,消瘦
消瘦,symptom_of,大肠癌
大肠癌,contains_symptom,食欲不振
食欲不振,symptom_of,大肠癌
大肠癌,contains_symptom,腹痛
腹痛,symptom_of,大肠癌
大肠癌,contains_symptom,肿瘤
肿瘤,symptom_of,大肠癌
大肠癌,contains_symptom,腹部包块
腹部包块,symptom_of,大肠癌
大肠癌,contains_symptom,肠梗阻
肠梗阻,symptom_of,大肠癌
大肠癌,contains_symptom,功能性消化不良
功能性消化不良,symptom_of,大肠癌
大肠癌,contains_symptom,便秘
便秘,symptom_of,大肠癌
大肠癌,contains_symptom,出血......
出血......,symptom_of,大肠癌
大肠癌,complication_to,肿瘤
肿瘤,complication_to,大肠癌
大肠癌,complication_to,溃疡
溃疡,complication_to,大肠癌
大肠癌,complication_to,出血......
出血......,complication_to,大肠癌
大肠癌,complication_to,贫血
贫血,complication_to,大肠癌
大肠癌,complication_to,结肠癌
结肠癌,complication_to,大肠癌
大肠癌,complication_to,腹泻病
腹泻病,complication_to,大肠癌
直肠息肉,contains_symptom,腹泻病
腹泻病,symptom_of,直肠息肉
直肠息肉,contains_symptom,腹胀
腹胀,symptom_of,直肠息肉
直肠息肉,contains_symptom,便秘
便秘,symptom_of,直肠息肉
直肠息肉,contains_symptom,血便
血便,symptom_of,直肠息肉
直肠息肉,contains_symptom,出血......
出血......,symptom_of,直肠息肉
直肠息肉,contains_symptom,贫血
贫血,symptom_of,直肠息肉
直肠息肉,contains_symptom,感染
感染,symptom_of,直肠息肉
直肠息肉,complication_to,腹泻病
腹泻病,complication_to,直肠息肉
直肠息肉,complication_to,贫血
贫血,complication_to,直肠息肉
直肠息肉,caused_by,遗传性共济失调
遗传性共济失调,lead_to,直肠息肉
直肠息肉,caused_by,遗传性多发脑梗死性痴呆
遗传性多发脑梗死性痴呆,lead_to,直肠息肉
大疱性鼓膜炎,contains_symptom,疼痛
疼痛,symptom_of,大疱性鼓膜炎
大疱性鼓膜炎,contains_symptom,耳鸣
耳鸣,symptom_of,大疱性鼓膜炎
大疱性鼓膜炎,contains_symptom,听力下降
听力下降,symptom_of,大疱性鼓膜炎
大疱性鼓膜炎,contains_symptom,耳痛
耳痛,symptom_of,大疱性鼓膜炎
腹部大血管损伤,contains_symptom,出血......
出血......,symptom_of,腹部大血管损伤
腹部大血管损伤,contains_symptom,休克
休克,symptom_of,腹部大血管损伤
腹部大血管损伤,contains_symptom,腹胀
腹胀,symptom_of,腹部大血管损伤
腹部大血管损伤,contains_symptom,上消化道出血
上消化道出血,symptom_of,腹部大血管损伤
腹部大血管损伤,contains_symptom,紧张
紧张,symptom_of,腹部大血管损伤
腹部大血管损伤,contains_symptom,腹泻病
腹泻病,symptom_of,腹部大血管损伤
腹部大血管损伤,contains_symptom,尿
尿,symptom_of,腹部大血管损伤
大隐静脉曲张,complication_to,静脉炎
静脉炎,complication_to,大隐静脉曲张
大隐静脉曲张,complication_to,营养不良
营养不良,complication_to,大隐静脉曲张
大隐静脉曲张,contains_symptom,疼痛
疼痛,symptom_of,大隐静脉曲张
脓毒性休克,treated_by,球红霉素
球红霉素,to_treat,脓毒性休克
代偿性多汗症,contains_symptom,甲状旁腺功能亢进症
甲状旁腺功能亢进症,symptom_of,代偿性多汗症
代偿性多汗症,contains_symptom,感染
感染,symptom_of,代偿性多汗症
缬沙坦,to_treat,高血压
高血压,treated_by,缬沙坦
缬沙坦,to_treat,原发性高血压
原发性高血压,treated_by,缬沙坦
缬沙坦,to_treat,充血性心力衰竭
充血性心力衰竭,treated_by,缬沙坦
缬沙坦,adverse_reaction,头痛
头痛,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,咳嗽
咳嗽,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,眩晕
眩晕,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,水肿
水肿,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,紧张
紧张,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,高血压
高血压,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,感染
感染,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,干咳
干咳,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,疲劳
疲劳,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,病毒感染
病毒感染,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,无力
无力,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,恶心
恶心,adverse_reaction_of,缬沙坦
缬沙坦,adverse_reaction,头晕....
头晕....,adverse_reaction_of,缬沙坦
代温灸膏,to_treat,痛风
痛风,treated_by,代温灸膏
先天性代谢缺陷,contains_symptom,肌张力异常
肌张力异常,symptom_of,先天性代谢缺陷
先天性代谢缺陷,contains_symptom,抽搐
抽搐,symptom_of,先天性代谢缺陷
先天性代谢缺陷,contains_symptom,嗜睡
嗜睡,symptom_of,先天性代谢缺陷
先天性代谢缺陷,related_to,黄疸
黄疸,related_to,先天性代谢缺陷
先天性代谢缺陷,related_to,肌张力异常
肌张力异常,related_to,先天性代谢缺陷
先天性代谢缺陷,check_item,肝功能衰竭
肝功能衰竭,checked_for,先天性代谢缺陷
先天性代谢缺陷,check_item,复方电解质
复方电解质,checked_for,先天性代谢缺陷
先天性代谢缺陷,complication_to,黄疸
黄疸,complication_to,先天性代谢缺陷
代谢性骨病,related_to,佝偻病
佝偻病,related_to,代谢性骨病
代赭石,to_treat,呕吐
呕吐,treated_by,代赭石
带状疱疹感染,complication_to,抑郁
抑郁,complication_to,带状疱疹感染
带状疱疹感染,complication_to,结膜炎
结膜炎,complication_to,带状疱疹感染
带状疱疹感染,complication_to,脱发
脱发,complication_to,带状疱疹感染
带状疱疹感染,complication_to,疼痛
疼痛,complication_to,带状疱疹感染
带状疱疹感染,complication_to,脑膜炎
脑膜炎,complication_to,带状疱疹感染
带状疱疹感染,complication_to,细菌感染
细菌感染,complication_to,带状疱疹感染
带状疱疹感染,complication_to,神经痛
神经痛,complication_to,带状疱疹感染
带状疱疹感染,complication_to,耳聋
耳聋,complication_to,带状疱疹感染
带状疱疹感染,complication_to,疱疹
疱疹,complication_to,带状疱疹感染
带状疱疹感染,complication_to,感染
感染,complication_to,带状疱疹感染
带状疱疹感染,complication_to,角膜炎
角膜炎,complication_to,带状疱疹感染
带状疱疹感染,complication_to,脑炎
脑炎,complication_to,带状疱疹感染
带状疱疹感染,complication_to,呕吐
呕吐,complication_to,带状疱疹感染
带状疱疹感染,complication_to,瘢痕
瘢痕,complication_to,带状疱疹感染
带状疱疹感染,complication_to,面神经麻痹
面神经麻痹,complication_to,带状疱疹感染
带状疱疹感染,contains_symptom,无力
无力,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,震颤
震颤,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,眶周色素沉着
眶周色素沉着,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,瘙痒
瘙痒,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,结膜炎
结膜炎,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,疼痛
疼痛,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,疲劳
疲劳,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,细菌感染
细菌感染,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,皮疹
皮疹,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,神经痛
神经痛,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,耳鸣
耳鸣,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,肿瘤
肿瘤,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,高热
高热,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,头痛
头痛,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,瘫痪
瘫痪,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,耳聋
耳聋,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,恶心
恶心,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,惊厥
惊厥,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,疱疹
疱疹,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,耳痛
耳痛,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,溃疡
溃疡,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,感染
感染,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,出血......
出血......,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,脑膜炎
脑膜炎,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,乏力
乏力,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,角膜炎
角膜炎,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,压痛
压痛,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,发热
发热,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,淋巴结肿大
淋巴结肿大,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,腹痛
腹痛,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,丘疹
丘疹,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,刺痛
刺痛,symptom_of,带状疱疹感染
带状疱疹感染,contains_symptom,呕吐
呕吐,symptom_of,带状疱疹感染
带状疱疹感染,treated_by,多塞平
多塞平,to_treat,带状疱疹感染
带状疱疹感染,treated_by,泛昔洛韦
泛昔洛韦,to_treat,带状疱疹感染
带状疱疹感染,treated_by,碘苷
碘苷,to_treat,带状疱疹感染
带状疱疹感染,treated_by,吗啡
吗啡,to_treat,带状疱疹感染
带状疱疹感染,treated_by,伐昔洛韦
伐昔洛韦,to_treat,带状疱疹感染
带状疱疹感染,treated_by,阿昔洛韦
阿昔洛韦,to_treat,带状疱疹感染
带状疱疹感染,treated_by,地塞米松
地塞米松,to_treat,带状疱疹感染
带状疱疹感染,treated_by,小儿变应性亚败血症综合征
小儿变应性亚败血症综合征,to_treat,带状疱疹感染
